## Fri Dec  2 12:43:26 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_dtjj1h_k/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-OL67_RS16190	391619.PGA1_c33300	1.47e-136	386.0	COG2834@1|root,COG2834@2|Bacteria,1RA1S@1224|Proteobacteria,2U58W@28211|Alphaproteobacteria,34DXZ@302485|Phaeobacter	28211|Alphaproteobacteria	M	Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane)	lolA	-	-	-	-	-	-	-	-	-	-	-	LolA
gene-OL67_RS16195	1423144.Gal_03390	7.81e-130	369.0	COG4764@1|root,COG4764@2|Bacteria,1MVRK@1224|Proteobacteria,2TRJD@28211|Alphaproteobacteria,34EER@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	SLT
gene-OL67_RS16200	1423144.Gal_03391	4.04e-199	550.0	COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,34EMA@302485|Phaeobacter	28211|Alphaproteobacteria	L	Endonuclease/Exonuclease/phosphatase family	xthA2	-	3.1.11.2	ko:K01142	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exo_endo_phos
gene-OL67_RS16205	391619.PGA1_c33330	7.43e-160	448.0	COG0745@1|root,COG0745@2|Bacteria,1MU3A@1224|Proteobacteria,2TR97@28211|Alphaproteobacteria,34EHP@302485|Phaeobacter	28211|Alphaproteobacteria	K	Transcriptional regulatory protein, C terminal	mtrA	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
gene-OL67_RS16210	1423144.Gal_03393	4.08e-235	651.0	COG0807@1|root,COG0807@2|Bacteria,1MWZR@1224|Proteobacteria,2TR82@28211|Alphaproteobacteria,34F2M@302485|Phaeobacter	28211|Alphaproteobacteria	F	Catalyzes the conversion of GTP to 2,5-diamino-6- ribosylamino-4(3H)-pyrimidinone 5'-phosphate (DARP), formate and pyrophosphate	ribA	-	3.5.4.25,4.1.99.12	ko:K01497,ko:K14652	ko00740,ko00790,ko01100,ko01110,ko02024,map00740,map00790,map01100,map01110,map02024	M00125,M00840	R00425,R07281	RC00293,RC01792,RC01815,RC02504	ko00000,ko00001,ko00002,ko01000	-	-	-	GTP_cyclohydro2
gene-OL67_RS16215	1423144.Gal_03394	5.5e-115	329.0	COG3786@1|root,COG3786@2|Bacteria,1RH22@1224|Proteobacteria,2U992@28211|Alphaproteobacteria,34GEJ@302485|Phaeobacter	28211|Alphaproteobacteria	S	L,D-transpeptidase catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	YkuD
gene-OL67_RS16220	1423144.Gal_03395	1.49e-145	411.0	COG0325@1|root,COG0325@2|Bacteria,1MWN7@1224|Proteobacteria,2TR5Z@28211|Alphaproteobacteria,34E09@302485|Phaeobacter	28211|Alphaproteobacteria	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	-	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
gene-OL67_RS16225	391619.PGA1_c33380	5.97e-197	549.0	COG3203@1|root,COG3203@2|Bacteria,1MX5Q@1224|Proteobacteria,2UA5Y@28211|Alphaproteobacteria,34FVN@302485|Phaeobacter	28211|Alphaproteobacteria	M	Gram-negative porin	-	-	-	ko:K08720	ko01501,ko05111,map01501,map05111	-	-	-	ko00000,ko00001,ko02000	1.B.1.2.1	-	-	Porin_4
gene-OL67_RS16230	391619.PGA1_c33390	7.07e-112	321.0	2C2J5@1|root,315UG@2|Bacteria,1RHAH@1224|Proteobacteria,2U94W@28211|Alphaproteobacteria,34FS6@302485|Phaeobacter	28211|Alphaproteobacteria	S	Domain of unknown function (DUF3576)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3576
gene-OL67_RS16235	1423144.Gal_03398	0.0	1736.0	COG0495@1|root,COG0495@2|Bacteria,1MV47@1224|Proteobacteria,2TQPK@28211|Alphaproteobacteria,34EV1@302485|Phaeobacter	28211|Alphaproteobacteria	J	Leucyl-tRNA synthetase, Domain 2	leuS	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.4	ko:K01869	ko00970,map00970	M00359,M00360	R03657	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	Anticodon_1,tRNA-synt_1,tRNA-synt_1_2
gene-OL67_RS16240	1423144.Gal_03399	8.59e-115	330.0	COG5468@1|root,COG5468@2|Bacteria,1N2BX@1224|Proteobacteria,2UC7X@28211|Alphaproteobacteria,34FHI@302485|Phaeobacter	28211|Alphaproteobacteria	S	Lipopolysaccharide-assembly	-	-	-	ko:K03643	-	-	-	-	ko00000,ko02000	1.B.42.1	-	-	LptE
gene-OL67_RS16245	1423144.Gal_03400	9.85e-238	654.0	COG1466@1|root,COG1466@2|Bacteria,1R8PA@1224|Proteobacteria,2U1KQ@28211|Alphaproteobacteria,34E8B@302485|Phaeobacter	28211|Alphaproteobacteria	L	DNA polymerase III delta subunit	holA	-	2.7.7.7	ko:K02340	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta
gene-OL67_RS16250	391619.PGA1_c33430	1.31e-135	384.0	COG0625@1|root,COG0625@2|Bacteria,1RAIN@1224|Proteobacteria,2U5JR@28211|Alphaproteobacteria,34EC4@302485|Phaeobacter	28211|Alphaproteobacteria	O	Glutathione S-transferase, C-terminal domain	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_2,GST_C_3,GST_N,GST_N_3
gene-OL67_RS16255	1423144.Gal_03402	5.21e-275	754.0	COG2081@1|root,COG2081@2|Bacteria,1MUGC@1224|Proteobacteria,2TR1K@28211|Alphaproteobacteria,34ENF@302485|Phaeobacter	28211|Alphaproteobacteria	S	HI0933-like protein	-	-	-	ko:K07007	-	-	-	-	ko00000	-	-	-	HI0933_like
gene-OL67_RS16260	1423144.Gal_03403	3.81e-67	203.0	COG1403@1|root,COG1403@2|Bacteria,1MZVF@1224|Proteobacteria,2UBUF@28211|Alphaproteobacteria,34GI7@302485|Phaeobacter	28211|Alphaproteobacteria	V	COG1403 Restriction endonuclease	-	-	-	-	-	-	-	-	-	-	-	-	HNH
gene-OL67_RS16265	391619.PGA1_c33450	2.49e-133	379.0	COG1024@1|root,COG1024@2|Bacteria,1MWYA@1224|Proteobacteria,2TV62@28211|Alphaproteobacteria,34E00@302485|Phaeobacter	28211|Alphaproteobacteria	I	Enoyl-CoA hydratase/isomerase	-	-	-	-	-	-	-	-	-	-	-	-	ECH_1
gene-OL67_RS16270	391619.PGA1_c33460	1.8e-166	466.0	COG4221@1|root,COG4221@2|Bacteria,1MUF8@1224|Proteobacteria,2TUSA@28211|Alphaproteobacteria,34EM7@302485|Phaeobacter	28211|Alphaproteobacteria	S	KR domain	-	-	-	-	-	-	-	-	-	-	-	-	adh_short
gene-OL67_RS16275	391619.PGA1_c33470	0.0	954.0	COG2982@1|root,COG2982@2|Bacteria,1MY1T@1224|Proteobacteria,2TS9U@28211|Alphaproteobacteria,34F4Y@302485|Phaeobacter	28211|Alphaproteobacteria	M	Uncharacterized protein conserved in bacteria (DUF2125)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2125
gene-OL67_RS16280	1423144.Gal_03407	5.75e-302	826.0	COG0312@1|root,COG0312@2|Bacteria,1MUVW@1224|Proteobacteria,2TSAV@28211|Alphaproteobacteria,34F9B@302485|Phaeobacter	28211|Alphaproteobacteria	S	Putative modulator of DNA gyrase	pmbA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564	-	ko:K03592	-	-	-	-	ko00000,ko01002	-	-	-	PmbA_TldD
gene-OL67_RS16285	391619.PGA1_c33490	5.43e-186	517.0	COG0483@1|root,COG0483@2|Bacteria,1MV4W@1224|Proteobacteria,2TV4R@28211|Alphaproteobacteria,34EAD@302485|Phaeobacter	28211|Alphaproteobacteria	G	Inositol monophosphatase family	suhB2	-	3.1.3.25	ko:K01092	ko00521,ko00562,ko01100,ko04070,map00521,map00562,map01100,map04070	M00131	R01185,R01186,R01187	RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Inositol_P
gene-OL67_RS16290	1423144.Gal_03409	7.22e-282	771.0	COG1519@1|root,COG1519@2|Bacteria,1MU9F@1224|Proteobacteria,2TS37@28211|Alphaproteobacteria,34EW4@302485|Phaeobacter	28211|Alphaproteobacteria	M	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)	kdtA	-	2.4.99.12,2.4.99.13,2.4.99.14,2.4.99.15	ko:K02527	ko00540,ko01100,map00540,map01100	M00060,M00080	R04658,R05074,R09763	RC00009,RC00077,RC00247	ko00000,ko00001,ko00002,ko01000,ko01003,ko01005	-	GT30	-	Glycos_transf_N
gene-OL67_RS16295	1423144.Gal_03410	4.34e-237	652.0	COG1663@1|root,COG1663@2|Bacteria,1MU8G@1224|Proteobacteria,2TTZ4@28211|Alphaproteobacteria,34FAF@302485|Phaeobacter	28211|Alphaproteobacteria	F	Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA)	lpxK	-	2.7.1.130	ko:K00912	ko00540,ko01100,map00540,map01100	M00060	R04657	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	LpxK
gene-OL67_RS16300	391619.PGA1_c33520	9.8e-158	442.0	COG1651@1|root,COG1651@2|Bacteria,1RFF4@1224|Proteobacteria,2U5BN@28211|Alphaproteobacteria,34DZ2@302485|Phaeobacter	28211|Alphaproteobacteria	O	Thioredoxin	MA20_42440	-	-	-	-	-	-	-	-	-	-	-	Thioredoxin_4
gene-OL67_RS16305	1423144.Gal_03412	3.55e-116	333.0	COG5389@1|root,COG5389@2|Bacteria,1N82D@1224|Proteobacteria,2UFA9@28211|Alphaproteobacteria,34E6B@302485|Phaeobacter	28211|Alphaproteobacteria	S	Protein of unknown function (DUF721)	MA20_42435	-	-	-	-	-	-	-	-	-	-	-	DUF721
gene-OL67_RS16310	1423144.Gal_03413	5.73e-265	724.0	COG1194@1|root,COG1194@2|Bacteria,1MUD4@1224|Proteobacteria,2TQVX@28211|Alphaproteobacteria,34ES9@302485|Phaeobacter	28211|Alphaproteobacteria	L	FES	mutY	GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	-	ko:K03575	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	EndIII_4Fe-2S,HhH-GPD,NUDIX_4
gene-OL67_RS16315	1423144.Gal_03414	5.46e-281	768.0	COG3239@1|root,COG3239@2|Bacteria,1MW29@1224|Proteobacteria,2TSHW@28211|Alphaproteobacteria,34DR8@302485|Phaeobacter	28211|Alphaproteobacteria	I	Fatty acid desaturase	alkB2	-	1.14.15.3	ko:K00496	ko00071,ko00930,map00071,map00930	-	R01347,R02281,R06945	RC00478	ko00000,ko00001,ko01000	-	-	-	FA_desaturase
gene-OL67_RS16320	1423144.Gal_03415	4.39e-291	799.0	COG2114@1|root,COG2114@2|Bacteria,1MV1V@1224|Proteobacteria,2TRTY@28211|Alphaproteobacteria,34EDH@302485|Phaeobacter	28211|Alphaproteobacteria	T	Adenylyl- / guanylyl cyclase, catalytic domain	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_cyc
gene-OL67_RS16325	1423144.Gal_03416	3.39e-278	759.0	COG2189@1|root,COG2189@2|Bacteria,1MX9M@1224|Proteobacteria,2TSW9@28211|Alphaproteobacteria,34EKU@302485|Phaeobacter	28211|Alphaproteobacteria	L	DNA methylase	ccrM	-	2.1.1.72	ko:K13581	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko02048	-	-	-	N6_N4_Mtase
gene-OL67_RS16330	1423144.Gal_03417	3.69e-135	384.0	COG0164@1|root,COG0164@2|Bacteria,1RA65@1224|Proteobacteria,2U73X@28211|Alphaproteobacteria,34F22@302485|Phaeobacter	28211|Alphaproteobacteria	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids	rnhB	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576	3.1.26.4	ko:K03470	ko03030,map03030	-	-	-	ko00000,ko00001,ko01000,ko03032	-	-	-	RNase_HII
gene-OL67_RS16335	1423144.Gal_03418	3.4e-103	299.0	2DM8W@1|root,3274X@2|Bacteria,1RHQD@1224|Proteobacteria,2UAKK@28211|Alphaproteobacteria,34FRU@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS16340	1423144.Gal_03419	3.84e-62	191.0	2E57K@1|root,33003@2|Bacteria,1N73V@1224|Proteobacteria,2UFBX@28211|Alphaproteobacteria,34FU4@302485|Phaeobacter	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS16345	1423144.Gal_03420	1.31e-135	387.0	COG0745@1|root,COG0745@2|Bacteria,1QYCF@1224|Proteobacteria,2TXNQ@28211|Alphaproteobacteria,34EA4@302485|Phaeobacter	28211|Alphaproteobacteria	KT	Consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-OL67_RS16350	1423144.Gal_03421	0.0	1039.0	COG2114@1|root,COG2343@1|root,COG2114@2|Bacteria,COG2343@2|Bacteria,1MWHK@1224|Proteobacteria,2TR2J@28211|Alphaproteobacteria,34E9T@302485|Phaeobacter	28211|Alphaproteobacteria	T	Adenylyl- / guanylyl cyclase, catalytic domain	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_cyc,NTP_transf_9
gene-OL67_RS16355	1423144.Gal_03422	1.18e-230	637.0	COG0331@1|root,COG0331@2|Bacteria,1MW5Y@1224|Proteobacteria,2TT74@28211|Alphaproteobacteria,34E02@302485|Phaeobacter	28211|Alphaproteobacteria	I	Acyl-carrier-protein s-malonyltransferase	-	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	-
gene-OL67_RS16360	391619.PGA1_c33640	0.0	1405.0	COG0022@1|root,COG1071@1|root,COG0022@2|Bacteria,COG1071@2|Bacteria,1P31Y@1224|Proteobacteria,2TQTU@28211|Alphaproteobacteria,34EFF@302485|Phaeobacter	28211|Alphaproteobacteria	C	Transketolase, pyrimidine binding domain	-	-	1.2.4.4	ko:K11381	ko00280,ko00640,ko01100,ko01110,ko01130,map00280,map00640,map01100,map01110,map01130	M00036	R07599,R07600,R07601,R07602,R07603,R07604,R10996,R10997	RC00027,RC00627,RC02743,RC02883,RC02949,RC02953	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	E1_dh,Transket_pyr,Transketolase_C
gene-OL67_RS16365	391619.PGA1_c33650	0.0	1142.0	COG1292@1|root,COG1292@2|Bacteria,1MV0K@1224|Proteobacteria,2TQR4@28211|Alphaproteobacteria,34F2X@302485|Phaeobacter	28211|Alphaproteobacteria	U	BCCT, betaine/carnitine/choline family transporter	opuD	-	-	-	-	-	-	-	-	-	-	-	BCCT
gene-OL67_RS16370	1423144.Gal_03425	3.51e-155	436.0	COG0410@1|root,COG0410@2|Bacteria,1MU4Z@1224|Proteobacteria,2TS23@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	ABC transporter, (ATP-binding protein)	urtE	-	-	ko:K11963	ko02010,map02010	M00323	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	-	ABC_tran
gene-OL67_RS16375	1423144.Gal_03426	5.57e-164	460.0	COG4674@1|root,COG4674@2|Bacteria,1R24R@1224|Proteobacteria	1224|Proteobacteria	S	ATPases associated with a variety of cellular activities	-	-	-	ko:K11962	ko02010,map02010	M00323	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	-	ABC_tran,BCA_ABC_TP_C
gene-OL67_RS16380	1423144.Gal_03427	5.71e-264	726.0	COG4177@1|root,COG4177@2|Bacteria,1MUPI@1224|Proteobacteria,2TTN2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Belongs to the binding-protein-dependent transport system permease family	urtC	-	-	ko:K11961	ko02010,map02010	M00323	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	-	BPD_transp_2
gene-OL67_RS16385	1423144.Gal_03428	0.0	1126.0	COG0559@1|root,COG0559@2|Bacteria,1MVND@1224|Proteobacteria,2TRMA@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Belongs to the binding-protein-dependent transport system permease family	urtB	-	-	ko:K11960	ko02010,map02010	M00323	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	-	BPD_transp_2
gene-OL67_RS16390	1423144.Gal_03429	4.09e-300	819.0	COG0683@1|root,COG0683@2|Bacteria,1MU8V@1224|Proteobacteria,2TS3I@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	COG0683 ABC-type branched-chain amino acid transport systems, periplasmic component	urtA	-	-	ko:K11959	ko02010,map02010	M00323	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4.4,3.A.1.4.5	-	-	Peripla_BP_5
gene-OL67_RS16395	1423144.Gal_03430	9.1e-138	395.0	COG0829@1|root,COG0829@2|Bacteria,1RABD@1224|Proteobacteria,2U57R@28211|Alphaproteobacteria	28211|Alphaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureD	-	-	ko:K03190	-	-	-	-	ko00000	-	-	-	UreD
gene-OL67_RS16400	1423144.Gal_03431	5.27e-64	195.0	COG0831@1|root,COG0831@2|Bacteria,1RGXE@1224|Proteobacteria,2U947@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Belongs to the urease gamma subunit family	ureA	-	3.5.1.5	ko:K01430,ko:K14048	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta,Urease_gamma
gene-OL67_RS16410	1423144.Gal_03433	1.39e-64	197.0	COG0832@1|root,COG0832@2|Bacteria,1RGW0@1224|Proteobacteria,2U9T4@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Belongs to the urease beta subunit family	ureB	-	3.5.1.5	ko:K01429	ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
gene-OL67_RS16415	1423144.Gal_03434	0.0	1132.0	COG0804@1|root,COG0804@2|Bacteria,1MU5P@1224|Proteobacteria,2TSXP@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family	ureC	-	3.5.1.5	ko:K01428	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Amidohydro_1,Urease_alpha
gene-OL67_RS16420	1423144.Gal_03435	1.71e-93	275.0	COG2371@1|root,COG2371@2|Bacteria,1MZQZ@1224|Proteobacteria,2TVBW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	O	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly	ureE	-	-	ko:K03187	-	-	-	-	ko00000	-	-	-	UreE_C,UreE_N
gene-OL67_RS16425	1423144.Gal_03436	7.28e-133	379.0	COG0830@1|root,COG0830@2|Bacteria,1MW8Q@1224|Proteobacteria,2TRVW@28211|Alphaproteobacteria	28211|Alphaproteobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureF	-	-	ko:K03188	-	-	-	-	ko00000	-	-	-	UreF
gene-OL67_RS16430	1423144.Gal_03437	9.11e-136	385.0	COG0378@1|root,COG0378@2|Bacteria,1MVBD@1224|Proteobacteria,2TQMU@28211|Alphaproteobacteria	28211|Alphaproteobacteria	KO	Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG	ureG	-	-	ko:K03189	-	-	-	-	ko00000	-	-	-	cobW
gene-OL67_RS16435	388739.RSK20926_20072	0.0	996.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria	1224|Proteobacteria	Q	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	An_peroxidase,He_PIG,HemolysinCabind
gene-OL67_RS16440	257310.BB0323	2.47e-44	152.0	COG2994@1|root,COG2994@2|Bacteria,1RA26@1224|Proteobacteria,2VWB2@28216|Betaproteobacteria	28216|Betaproteobacteria	O	Involved in fatty acylation of the protoxin (CyaA) at two internal lysine residues, thereby converting it to the active toxin. The acyl donor is ACP	cyaC	-	-	ko:K07389	ko05133,map05133	M00575	-	-	ko00000,ko00001,ko00002,ko01000	-	-	-	HlyC
gene-OL67_RS16445	1423144.Gal_03439	1.94e-135	385.0	COG2755@1|root,COG2755@2|Bacteria,1R7KC@1224|Proteobacteria,2VAAI@28211|Alphaproteobacteria,34GJW@302485|Phaeobacter	28211|Alphaproteobacteria	E	GDSL-like Lipase/Acylhydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
gene-OL67_RS16450	1423144.Gal_03440	4.31e-137	395.0	COG0810@1|root,COG0810@2|Bacteria,1RESZ@1224|Proteobacteria,2U7Y2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	M	COG0810 Periplasmic protein TonB, links inner and outer membranes	-	-	-	ko:K03832	-	-	-	-	ko00000,ko02000	2.C.1.1	-	-	TonB_2,TonB_C
gene-OL67_RS16455	1423144.Gal_03441	2.56e-78	234.0	COG0848@1|root,COG0848@2|Bacteria,1N9SA@1224|Proteobacteria,2UFEK@28211|Alphaproteobacteria	28211|Alphaproteobacteria	U	Biopolymer transport protein	-	-	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	ExbD
gene-OL67_RS16460	1423144.Gal_03442	9.39e-73	219.0	COG0848@1|root,COG0848@2|Bacteria,1NB5E@1224|Proteobacteria,2UFGD@28211|Alphaproteobacteria	28211|Alphaproteobacteria	U	biopolymer transport protein ExbD TolR	-	-	-	ko:K03559	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	ExbD
gene-OL67_RS16465	1423144.Gal_03443	3.07e-128	367.0	COG0811@1|root,COG0811@2|Bacteria,1MX5J@1224|Proteobacteria,2TU50@28211|Alphaproteobacteria,34F0I@302485|Phaeobacter	28211|Alphaproteobacteria	U	MotA/TolQ/ExbB proton channel family	-	-	-	ko:K03561	-	-	-	-	ko00000,ko02000	1.A.30.2.1	-	-	MotA_ExbB
gene-OL67_RS16470	1423144.Gal_03444	1.37e-84	251.0	2E68J@1|root,330WR@2|Bacteria,1N6PI@1224|Proteobacteria,2UFKE@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
